"Date","Time","Group Name","Latitude","Longitude","Altitude","Transect #","Hole Diameter"
"11/07/2016","2:53:49 PM","red JL","-25.57903061","153.07724022","151.899993896484","8","0"
"11/07/2016","2:53:49 PM","red JL","-25.57903061","153.07724022","151.899993896484","8","30"
"11/07/2016","3:01:14 PM","red JL","-25.57955427","153.07767478","173.800003051758","8","2"
"11/07/2016","3:01:21 PM","red JL","-25.57955254","153.07767681","174.5","8","2"
"11/07/2016","3:09:06 PM","red JL","-25.58001217","153.07808282","159.5","8","15"
"11/07/2016","3:09:13 PM","red JL","-25.58001217","153.07808282","159.5","8","10"
"11/07/2016","3:11:30 PM","red JL","-25.58013128","153.07814921","157.899993896484","8","15"
"11/07/2016","3:12:57 PM","red JL","-25.58021864","153.07818871","147.600006103516","8","2"
"11/07/2016","3:12:58 PM","red JL","-25.58021864","153.07818871","147.600006103516","8","0"
"11/07/2016","2:24:06 PM","DMJ red","-25.56626577","153.06870716","162.199996948242","14","0"
"11/07/2016","2:25:09 PM","DMJ red","-25.56626999","153.06871064","162.800003051758","14","22"
"11/07/2016","2:36:22 PM","DMJ red","","","","14","14"
"11/07/2016","2:38:54 PM","DMJ red","","","","14","25"
"11/07/2016","2:41:55 PM","DMJ red","","","","14","36"
"11/07/2016","2:43:26 PM","DMJ red","","","","14","28"
"11/07/2016","2:47:10 PM","DMJ red","","","","14","25"
"11/07/2016","2:58:40 PM","DMJ red","","","","14","29"
"11/07/2016","2:59:08 PM","DMJ red","-25.57106234","153.07343253","166.300003051758","14","32"
"11/07/2016","3:00:45 PM","DMJ red","-25.57139381","153.07345973","162","14","27"
"11/07/2016","3:02:05 PM","DMJ red","-25.57172195","153.07331223","166.800003051758","14","28"
"11/07/2016","3:02:53 PM","DMJ red","-25.57172655","153.07330315","164.5","14","20"
"11/07/2016","3:03:41 PM","DMJ red","-25.57181616","153.07328853","165","14","19"
"11/07/2016","3:05:15 PM","DMJ red","-25.57196768","153.07337203","169.399993896484","14","28"
"11/07/2016","3:06:20 PM","DMJ red","-25.57227452","153.07351561","166.600006103516","14","31"
"11/07/2016","3:16:05 PM","DMJ red","-25.57624443","153.0737311","167.899993896484","14","22"
"11/07/2016","3:16:45 PM","DMJ red","-25.57620967","153.07370146","169.300003051758","14","33"
"11/07/2016","3:17:09 PM","DMJ red","-25.57619235","153.07367526","169.800003051758","14","26"
"11/07/2016","3:18:34 PM","DMJ red","-25.5755562","153.07372967","166.699996948242","14","23"
"11/07/2016","3:19:07 PM","DMJ red","-25.57554858","153.0737348","167.800003051758","14","25"
"11/07/2016","3:20:13 PM","DMJ red","-25.57511074","153.07381775","166.300003051758","14","0"
"11/07/2016","12:41:15 PM","jenny red","-25.59896753","153.09142814","62.2000007629395","1","0"
"11/07/2016","12:41:16 PM","jenny red","-25.59896753","153.09142814","62.2000007629395","1","5"
"11/07/2016","1:03:28 PM","jenny red","-25.59917242","153.09025805","55.2999992370605","1","40"
"11/07/2016","1:22:54 PM","jenny red","-25.59735431","153.08897199","69.6999969482422","1","20"
"11/07/2016","1:25:23 PM","jenny red","-25.59717725","153.08881963","69.5999984741211","1","15"
"11/07/2016","1:27:17 PM","jenny red","-25.59705275","153.08869707","70.3000030517578","1","10"
"11/07/2016","1:28:11 PM","jenny red","-25.59702179","153.08868544","71.8000030517578","1","8"
"11/07/2016","1:33:07 PM","jenny red","-25.59650795","153.08834216","72.8000030517578","1","6"
"11/07/2016","1:33:09 PM","jenny red","-25.59650793","153.08834219","72.8000030517578","1","9"
"11/07/2016","1:33:10 PM","jenny red","-25.59650793","153.08834219","72.8000030517578","1","0"
"11/07/2016","1:40:26 PM","jenny red","-25.59360274","153.08636363","75","3","0"
"11/07/2016","1:41:26 PM","jenny red","-25.59360274","153.08636363","75","3","7"
"11/07/2016","1:45:50 PM","jenny red","-25.59274608","153.08610009","82.5999984741211","3","10"
"11/07/2016","1:55:47 PM","jenny red","-25.59066896","153.08471739","79.3000030517578","3","9"
"11/07/2016","2:39:15 PM","jenny red","-25.58174232","153.0793867","157.399993896484","7","10"
"11/07/2016","2:45:37 PM","jenny red","-25.58134463","153.07895771","154.100006103516","7","32"
"11/07/2016","2:49:14 PM","jenny red","-25.58105426","153.07882719","158.800003051758","7","32"
"11/07/2016","2:52:09 PM","jenny red","-25.58088296","153.07869281","158.300003051758","7","30"
"11/07/2016","2:52:59 PM","jenny red","-25.58084942","153.07865003","159.699996948242","7","35"
"11/07/2016","2:54:41 PM","jenny red","-25.58075957","153.07852502","164.600006103516","7","25"
"11/07/2016","2:56:43 PM","jenny red","-25.58061493","153.07839168","166.399993896484","7","43"
"11/07/2016","2:57:43 PM","jenny red","-25.58061493","153.07839168","166.399993896484","7","0"
"11/07/2016","12:41:14 PM","red jj","-25.59898678","153.09137898","55.4000015258789","1","0"
"11/07/2016","12:41:26 PM","red jj","-25.59898669","153.09137911","55.4000015258789","1","5"
"11/07/2016","1:49:59 PM","red jj","-25.56253003","153.06833478","169.300003051758","15","0"
"11/07/2016","2:00:30 PM","red jj","-25.56370161","153.06837764","163.5","15","35"
"11/07/2016","2:00:47 PM","red jj","-25.56370169","153.06837779","163.5","15","45"
"11/07/2016","2:03:00 PM","red jj","-25.56388472","153.06823645","159.5","15","40"
"11/07/2016","2:04:29 PM","red jj","-25.56421882","153.06813275","162.399993896484","15","35"
"11/07/2016","2:04:39 PM","red jj","-25.564226","153.06812104","161.399993896484","15","25"
"11/07/2016","2:07:06 PM","red jj","-25.56473103","153.06818858","159.100006103516","15","40"
"11/07/2016","2:07:50 PM","red jj","-25.56474284","153.06819009","158.699996948242","15","30"
