"Date","Time","Group Name","Latitude","Longitude","Altitude","Transect #","Hole Diameter"
"16/07/2016","12:47:55 PM","sarah","","","","",""
"16/07/2016","12:48:17 PM","sarah","-25.59907383","153.09140318","-5.40000009536743","",""
"16/07/2016","12:49:50 PM","sarah","-25.59911848","153.09156426","62.2999992370605","1","0"
"16/07/2016","12:50:03 PM","sarah","-25.59913327","153.09155967","58.2999992370605","1","5"
"16/07/2016","12:50:09 PM","sarah","-25.5991252","153.0915644","59.9000015258789","1","0"
"16/07/2016","1:46:52 PM","sarah","-25.56071647","153.06938739","166.199996948242","15","0"
"16/07/2016","1:46:58 PM","sarah","-25.56065107","153.06949256","189.399993896484","15","0"
"16/07/2016","1:47:51 PM","sarah","-25.56049252","153.06956126","180.800003051758","15","5"
"16/07/2016","1:55:45 PM","sarah","-25.56160532","153.06942516","161.699996948242","15","18"
"16/07/2016","2:01:24 PM","sarah","-25.56212086","153.06829828","172.100006103516","15","30"
"16/07/2016","2:02:55 PM","sarah","-25.56241895","153.0683653","162.199996948242","15","0"
"16/07/2016","2:10:00 PM","sarah","-25.5656341","153.06856106","168.800003051758","13","0"
"16/07/2016","2:11:08 PM","sarah","-25.56604525","153.06865257","156.899993896484","13","20"
"16/07/2016","2:11:17 PM","sarah","-25.5660545","153.068629","156.600006103516","13","15"
"16/07/2016","2:11:29 PM","sarah","-25.56609293","153.06863169","160.100006103516","13","24"
"16/07/2016","2:19:56 PM","sarah","","","","13","16"
"16/07/2016","2:20:38 PM","sarah","","","","13","30"
"16/07/2016","2:21:09 PM","sarah","","","","13","25"
"16/07/2016","2:29:36 PM","sarah","","","","13","27"
"16/07/2016","2:36:08 PM","sarah","","","","11","0"
"16/07/2016","2:36:24 PM","sarah","","","","11","30"
"16/07/2016","2:36:45 PM","sarah","","","","11","0"
"16/07/2016","2:45:29 PM","sarah","","","","9","0"
"16/07/2016","2:45:46 PM","sarah","","","","9","30"
"16/07/2016","2:46:26 PM","sarah","","","","9","25"
"16/07/2016","2:47:44 PM","sarah","","","","9","10"
"16/07/2016","2:49:54 PM","sarah","","","","9","10"
"16/07/2016","2:56:09 PM","sarah","","","","9","30"
"16/07/2016","2:58:28 PM","sarah","","","","9","25"
"16/07/2016","3:01:12 PM","sarah","","","","9","20"
"16/07/2016","3:01:21 PM","sarah","","","","9","20"
"16/07/2016","3:01:39 PM","sarah","","","","9","1"
"16/07/2016","3:03:14 PM","sarah","","","","9","25"
"16/07/2016","3:03:25 PM","sarah","","","","9","20"
"16/07/2016","3:06:02 PM","sarah","","","","9","30"
"16/07/2016","3:10:37 PM","sarah","","","","9","20"
"16/07/2016","3:14:18 PM","sarah","","","","9","20"
"16/07/2016","3:15:28 PM","sarah","","","","9","25"
"16/07/2016","3:15:59 PM","sarah","","","","9","20"
"16/07/2016","3:16:28 PM","sarah","","","","9","25"
"16/07/2016","3:17:49 PM","sarah","","","","9","13"
"16/07/2016","3:17:56 PM","sarah","","","","9","30"
"16/07/2016","3:18:23 PM","sarah","","","","9","24"
"16/07/2016","3:20:01 PM","sarah","","","","9","30"
"16/07/2016","3:20:36 PM","sarah","","","","9","13"
"16/07/2016","3:23:17 PM","sarah","","","","9","15"
"16/07/2016","3:24:22 PM","sarah","","","","9","20"
"16/07/2016","3:28:20 PM","sarah","","","","9","0"
"16/07/2016","2:29:50 PM","James","-25.58053","153.07835929","159.899993896484","7","0"
"16/07/2016","2:31:49 PM","James","-25.58056372","153.07833247","162.5","7","30"
"16/07/2016","2:38:16 PM","James","-25.58071234","153.07839641","155","7","20"
"16/07/2016","2:39:03 PM","James","-25.58067182","153.07836628","158.399993896484","7","20"
"16/07/2016","2:40:04 PM","James","-25.58071988","153.07840258","160","7","10"
"16/07/2016","2:42:11 PM","James","-25.58082169","153.07850857","152.300003051758","7","18"
"16/07/2016","2:42:26 PM","James","-25.58082159","153.07850861","152.300003051758","7","35"
"16/07/2016","2:46:39 PM","James","-25.58093631","153.07875828","158.300003051758","7","25"
"16/07/2016","2:50:44 PM","James","-25.58160478","153.079281","152","7","20"
"16/07/2016","2:55:45 PM","James","-25.58207041","153.07978923","147","7","10"
